Serial Number	Date_IV	Obs#	Port#	Observation Length	Exp_Flux	Exp_R2	Lin_Flux	Lin_R2	Tcham_IV	V1_IV	V2_IV	V3_IV	V4_IV	
81A-1652	2020-05-04 01:38:19	998	2	02:00	0.270000	0.9405	0.250	0.9404	16.65	2.847	-0.536	14.791	0.036	
81A-1652	2020-05-04 01:41:48	999	3	02:00					16.67	2.9	-0.536364	34.2927	0.0356364	
81A-1652	2020-05-04 01:45:22	1000	4	02:00	0.200000	0.8897	0.140	0.8814	16.67	2.7	-0.537	15.729	0.035	
81A-1652	2020-05-04 01:48:54	1001	1	02:00	0.180000	0.8490	0.180	0.8490	16.05	2.6	-0.537	11.066	0.035	
81A-1652	2020-05-04 01:52:27	1002	2	02:00	0.280000	0.9675	0.280	0.9675	16.57	2.847	-0.537	14.784	0.035	
81A-1652	2020-05-04 01:55:56	1003	3	02:00	-0.890000	0.9917	-0.890	0.9917	16.55	2.9	-0.537	34.564	0.035	
81A-1652	2020-05-04 01:59:30	1004	4	02:00	0.200000	0.8515	0.160	0.8556	16.61	2.7	-0.536	15.718	0.036	
81A-1652	2020-05-04 02:03:02	1005	1	02:00	0.470000	0.9819	0.470	0.9819	16.37	2.6	-0.537	11.061	0.035	
81A-1652	2020-05-04 02:06:35	1006	2	02:00	0.290000	0.9542	0.290	0.9542	16.51	2.891	-0.537	14.763	0.035	
81A-1652	2020-05-04 02:10:08	1007	3	02:00	0.460000	0.9663	0.330	0.9619	16.53	2.9	-0.537	34.588	0.035	
81A-1652	2020-05-04 02:13:39	1008	4	02:00	0.190000	0.9124	0.180	0.9123	16.58	2.7	-0.537	15.702	0.035	
81A-1652	2020-05-04 02:17:10	1009	1	02:00	0.320000	0.9327	0.260	0.9366	16.33	2.6	-0.536	11.048	0.036	
81A-1652	2020-05-04 02:20:42	1010	2	02:00	0.370000	0.9647	0.300	0.9627	16.49	2.845	-0.537	14.729	0.035	
81A-1652	2020-05-04 02:24:11	1011	3	02:00	-0.160000	0.7224	-0.160	0.7224	16.5	2.9	-0.537	34.471	0.035	
81A-1652	2020-05-04 02:27:45	1012	4	02:00	0.320000	0.9482	0.250	0.9474	16.52	2.7	-0.537	15.669	0.035	
81A-1652	2020-05-04 02:31:16	1013	1	02:00	0.460000	0.9888	0.460	0.9888	16.22	2.6	-0.536	11.032	0.036	
81A-1652	2020-05-04 02:34:49	1014	2	02:00	0.310000	0.9679	0.310	0.9679	16.38	2.875	-0.537	14.71	0.035	
81A-1652	2020-05-04 02:38:22	1015	3	02:00	-0.540000	0.8098	-0.540	0.8097	16.38	2.9	-0.537	34.496	0.035	
81A-1652	2020-05-04 02:41:55	1016	4	02:00	0.400000	0.9499	0.310	0.9526	16.45	2.7	-0.537	15.646	0.035	
81A-1652	2020-05-04 02:45:27	1017	1	02:00	0.620000	0.9866	0.490	0.9847	16.16	2.6	-0.537	11.016	0.035	
81A-1652	2020-05-04 02:48:57	1018	2	02:00	0.330000	0.9684	0.330	0.9684	16.34	2.882	-0.537	14.695	0.035	
81A-1652	2020-05-04 02:52:30	1019	3	02:00	0.530000	0.9677	0.530	0.9677	16.33	2.9	-0.536	34.429	0.036	
81A-1652	2020-05-04 02:56:04	1020	4	02:00	0.360000	0.9696	0.330	0.9695	16.36	2.7	-0.537	15.622	0.035	
81A-1652	2020-05-04 02:59:35	1021	1	02:00	0.460000	0.8681	0.470	0.9868	16.05	2.6	-0.537	10.995	0.035	
81A-1652	2020-05-04 03:03:05	1022	2	02:00	0.310000	0.6967	0.320	0.9659	16.29	2.9	-0.536	14.645	0.036	
81A-1652	2020-05-04 03:06:35	1023	3	02:00	0.770000	0.0446	0.060	0.2401	16.29	2.9	-0.537	34.521	0.035	
81A-1652	2020-05-04 03:10:08	1024	4	02:00	0.380000	0.9585	0.310	0.9573	16.3	2.7	-0.537	15.601	0.035	
81A-1652	2020-05-04 03:13:39	1025	1	02:00	0.710000	0.9845	0.560	0.9838	16	2.6	-0.537	10.985	0.035	
81A-1652	2020-05-04 03:17:08	1026	2	02:00	0.480000	0.9625	0.340	0.9609	16.17	2.9	-0.537	14.63	0.035	
81A-1652	2020-05-04 03:20:38	1027	3	02:00	1.660000	0.9601	0.360	0.8718	16.17	2.9	-0.537	34.641	0.035	
81A-1652	2020-05-04 03:24:11	1028	4	02:00	0.470000	0.9659	0.350	0.9622	16.18	2.7	-0.537	15.574	0.035	
81A-1652	2020-05-04 03:27:42	1029	1	02:00	1.950000	0.4371	0.050	0.3053	15.95	2.6	-0.537	10.967	0.035	
81A-1652	2020-05-04 03:31:13	1030	2	02:00	0.400000	0.9600	0.360	0.9594	16.15	2.9	-0.537	14.608	0.035	
81A-1652	2020-05-04 03:34:42	1031	3	02:00	0.700000	0.9536	0.300	0.9256	16.18	2.9	-0.537	34.638	0.035	
81A-1652	2020-05-04 03:38:16	1032	4	02:00	0.460000	0.9747	0.360	0.9712	16.22	2.7	-0.537	15.556	0.035	
81A-1652	2020-05-04 03:41:48	1033	1	02:00	1.030000	0.9871	0.440	0.9591	15.97	2.6	-0.537	10.945	0.035	
81A-1652	2020-05-04 03:45:18	1034	2	02:00	0.360000	0.9625	0.360	0.9625	16.19	2.9	-0.537	14.587	0.035	
81A-1652	2020-05-04 03:48:51	1035	3	02:00	0.190000	0.7301	0.120	0.7518	16.2	2.9	-0.536	34.598	0.036	
81A-1652	2020-05-04 03:52:23	1036	4	02:00	0.330000	0.9692	0.320	0.9692	16.18	2.7	-0.537	15.531	0.035	
81A-1652	2020-05-04 03:55:54	1037	1	02:00	0.900000	0.9899	0.700	0.9878	15.84	2.6	-0.537	10.92	0.035	
81A-1652	2020-05-04 03:59:24	1038	2	02:00	0.490000	0.9803	0.470	0.9800	16.05	2.9	-0.537	14.556	0.035	
81A-1652	2020-05-04 04:02:53	1039	3	02:00	-1.340000	0.9878	-1.340	0.9878	16.13	2.9	-0.537	34.514	0.035	
81A-1652	2020-05-04 04:06:25	1040	4	02:00	0.380000	0.9810	0.380	0.9810	16.24	2.7	-0.537	15.514	0.035	
81A-1652	2020-05-04 04:10:00	1041	1	02:00	1.380000	0.9938	0.660	0.9860	15.99	2.6	-0.537	10.91	0.035	
81A-1652	2020-05-04 04:13:30	1042	2	02:00	0.650000	0.9826	0.490	0.9797	16.2	2.9	-0.536	14.533	0.036	
81A-1652	2020-05-04 04:16:59	1043	3	02:00	0.530000	0.9700	0.410	0.9689	16.29	2.9	-0.537	34.254	0.035	
81A-1652	2020-05-04 04:20:29	1044	4	02:00	0.380000	0.9794	0.340	0.9785	16.28	2.7	-0.537	15.497	0.035	
81A-1652	2020-05-04 04:24:00	1045	1	02:00	1.180000	0.9836	0.510	0.9708	16.03	2.6	-0.536	10.895	0.036	
81A-1652	2020-05-04 04:27:31	1046	2	02:00	0.550000	0.9880	0.510	0.9878	16.22	2.9	-0.537	14.515	0.035	
81A-1652	2020-05-04 04:31:00	1047	3	02:00	-0.030000	0.1744	-0.030	0.1744	16.27	2.9	-0.537	34.097	0.035	
81A-1652	2020-05-04 04:34:32	1048	4	02:00	0.410000	0.9805	0.410	0.9805	16.31	2.7	-0.537	15.477	0.035	
81A-1652	2020-05-04 04:38:07	1049	1	02:00	1.290000	0.9907	0.540	0.9704	16.01	2.6	-0.537	10.876	0.035	
81A-1652	2020-05-04 04:41:37	1050	2	02:00	0.490000	0.9906	0.490	0.9906	16.15	2.9	-0.537	14.501	0.035	
81A-1652	2020-05-04 04:45:10	1051	3	02:00	1.680000	0.7904	0.090	0.4467	16.17	2.9	-0.537	34.254	0.035	
81A-1652	2020-05-04 04:48:44	1052	4	02:00	0.460000	0.9817	0.460	0.9817	16.2	2.7	-0.537	15.466	0.035	
81A-1652	2020-05-04 04:52:19	1053	1	02:00	0.880000	0.9812	0.600	0.9772	15.94	2.6	-0.536	10.864	0.036	
81A-1652	2020-05-04 04:55:49	1054	2	02:00	0.550000	0.9909	0.550	0.9909	16.12	2.9	-0.537	14.488	0.035	
81A-1652	2020-05-04 04:59:22	1055	3	02:00	0.440000	0.9083	0.190	0.8854	16.16	2.9	-0.537	34.147	0.035	
81A-1652	2020-05-04 05:02:53	1056	4	02:00	0.430000	0.9762	0.420	0.9762	16.13	2.7	-0.537	15.45	0.035	
81A-1652	2020-05-04 05:06:24	1057	1	02:00	0.800000	0.9912	0.620	0.9899	15.83	2.6	-0.537	10.852	0.035	
81A-1652	2020-05-04 05:09:54	1058	2	02:00	0.520000	0.9885	0.520	0.9885	16.01	2.9	-0.537	14.452	0.035	
81A-1652	2020-05-04 05:13:27	1059	3	02:00	0.770000	0.8065	0.130	0.6231	16.06	2.9	-0.537	34.235	0.035	
81A-1652	2020-05-04 05:17:01	1060	4	02:00	0.420000	0.9805	0.420	0.9805	16.06	2.7	-0.537	15.435	0.035	
81A-1652	2020-05-04 05:20:32	1061	1	02:00	0.700000	0.9914	0.700	0.9914	15.81	2.6	-0.537	10.837	0.035	
81A-1652	2020-05-04 05:24:05	1062	2	02:00	0.590000	0.9918	0.520	0.9914	16	2.9	-0.537	14.452	0.035	
81A-1652	2020-05-04 05:27:34	1063	3	02:00	2.110000	0.6886	0.090	0.3182	16.04	2.9	-0.537	34.022	0.035	
81A-1652	2020-05-04 05:31:07	1064	4	02:00	0.470000	0.9847	0.450	0.9846	16.04	2.7	-0.537	15.414	0.035	
81A-1652	2020-05-04 05:34:38	1065	1	02:00	0.550000	0.9844	0.530	0.9844	15.81	2.6	-0.537	10.817	0.035	
81A-1652	2020-05-04 05:38:07	1066	2	02:00	1.250000	0.9969	1.170	0.9967	16	2.9	-0.537	14.433	0.035	
81A-1652	2020-05-04 05:41:36	1067	3	02:00	0.190000	0.8560	0.150	0.8644	15.98	2.9	-0.537	34.325	0.035	
81A-1652	2020-05-04 05:45:07	1068	4	02:00	0.540000	0.9805	0.460	0.9790	16.02	2.7	-0.537	15.389	0.035	
81A-1652	2020-05-04 05:48:38	1069	1	02:00	0.850000	0.9921	0.690	0.9897	15.75	2.6	-0.537	10.799	0.035	
81A-1652	2020-05-04 05:52:07	1070	2	02:00	1.040000	0.9938	0.950	0.9936	15.92	2.9	-0.537	14.413	0.035	
81A-1652	2020-05-04 05:55:36	1071	3	02:00	0.380000	0.9750	0.380	0.9750	15.92	2.9	-0.537	34.256	0.035	
81A-1652	2020-05-04 05:59:10	1072	4	02:00	0.480000	0.9869	0.480	0.9869	15.91	2.7	-0.537	15.386	0.035	
81A-1652	2020-05-04 06:02:45	1073	1	02:00	0.780000	0.9879	0.630	0.9870	15.63	2.6	-0.537	10.794	0.035	
81A-1652	2020-05-04 06:06:15	1074	2	02:00	0.900000	0.9966	0.900	0.9966	15.81	2.9	-0.537	14.39	0.035	
81A-1652	2020-05-04 06:09:48	1075	3	02:00	0.390000	0.8924	0.170	0.8862	15.79	2.9	-0.537	34.344	0.035	
81A-1652	2020-05-04 06:13:19	1076	4	02:00	0.540000	0.9880	0.540	0.9880	15.8	2.7	-0.537	15.367	0.035	
81A-1652	2020-05-04 06:16:55	1077	1	02:00	0.920000	0.9925	0.720	0.9904	15.51	2.6	-0.537	10.778	0.035	
81A-1652	2020-05-04 06:20:24	1078	2	02:00	0.930000	0.9940	0.870	0.9938	15.69	2.9	-0.537	14.379	0.035	
81A-1652	2020-05-04 06:23:53	1079	3	02:00	0.550000	0.9617	0.240	0.9351	15.68	2.9	-0.537	34.341	0.035	
81A-1652	2020-05-04 06:27:24	1080	4	02:00	0.590000	0.9871	0.590	0.9871	15.72	2.7	-0.537	15.348	0.035	
81A-1652	2020-05-04 06:30:59	1081	1	02:00	0.730000	0.9909	0.650	0.9907	15.49	2.6	-0.537	10.765	0.035	
81A-1652	2020-05-04 06:34:28	1082	2	02:00	0.870000	0.9955	0.840	0.9954	15.69	2.9	-0.537	14.34	0.035	
81A-1652	2020-05-04 06:37:57	1083	3	02:00	0.310000	0.7658	0.310	0.9694	15.68	2.9	-0.537	34.296	0.035	
81A-1652	2020-05-04 06:41:28	1084	4	02:00	0.580000	0.9846	0.580	0.9846	15.76	2.7	-0.537	15.33	0.035	
81A-1652	2020-05-04 06:45:03	1085	1	02:00	1.580000	0.9885	0.540	0.9654	15.54	2.6	-0.537	10.749	0.035	
81A-1652	2020-05-04 06:48:33	1086	2	02:00	0.850000	0.9934	0.830	0.9933	15.73	2.9	-0.537	14.337	0.035	
81A-1652	2020-05-04 06:52:02	1087	3	02:00	0.660000	0.9060	0.180	0.8594	15.72	2.9	-0.537	34.468	0.035	
81A-1652	2020-05-04 06:55:36	1088	4	02:00	0.640000	0.9888	0.620	0.9887	15.81	2.7	-0.537	15.328	0.035	
81A-1652	2020-05-04 06:59:07	1089	1	02:00	0.870000	0.9929	0.710	0.9921	15.58	2.6	-0.537	10.737	0.035	
81A-1652	2020-05-04 07:02:36	1090	2	02:00	0.860000	0.9948	0.820	0.9946	15.8	2.9	-0.537	14.311	0.035	
81A-1652	2020-05-04 07:06:05	1091	3	02:00	0.490000	0.9854	0.490	0.9854	15.74	2.9	-0.537	34.238	0.035	
81A-1652	2020-05-04 07:09:39	1092	4	02:00	0.650000	0.9887	0.650	0.9887	15.82	2.7	-0.537	15.308	0.035	
81A-1652	2020-05-04 07:13:14	1093	1	02:00	1.460000	0.9946	0.840	0.9864	15.63	2.6	-0.537	10.726	0.035	
81A-1652	2020-05-04 07:16:45	1094	2	02:00	0.870000	0.9959	0.870	0.9959	15.82	2.9	-0.537	14.308	0.035	
81A-1652	2020-05-04 07:20:14	1095	3	02:00	0.720000	0.9193	0.280	0.8096	15.84	2.9	-0.537	33.689	0.035	
81A-1652	2020-05-04 07:23:48	1096	4	02:00	0.640000	0.9924	0.640	0.9924	15.91	2.7	-0.537	15.316	0.035	
81A-1652	2020-05-04 07:27:19	1097	1	02:00	1.100000	0.9932	0.730	0.9875	15.7	2.6	-0.537	10.725	0.035	
81A-1652	2020-05-04 07:30:50	1098	2	02:00	0.840000	0.9956	0.840	0.9956	15.91	2.9	-0.537	14.302	0.035	
81A-1652	2020-05-04 07:34:23	1099	3	02:00	0.800000	0.9722	0.800	0.9722	15.88	2.9	-0.537	33.937	0.035	
81A-1652	2020-05-04 07:37:57	1100	4	02:00	0.710000	0.9926	0.650	0.9923	16	2.7	-0.537	15.314	0.035	
81A-1652	2020-05-04 07:41:28	1101	1	02:00	0.990000	0.9875	0.720	0.9857	15.83	2.6	-0.537	10.712	0.035	
81A-1652	2020-05-04 07:44:58	1102	2	02:00	0.820000	0.9960	0.810	0.9960	16	2.9	-0.537	14.303	0.035	
81A-1652	2020-05-04 07:48:27	1103	3	02:00	0.600000	0.9417	0.260	0.9154	15.83	2.9	-0.537	33.429	0.035	
81A-1652	2020-05-04 07:51:58	1104	4	02:00	0.730000	0.9875	0.730	0.9875	16.03	2.7	-0.537	15.321	0.035	
81A-1652	2020-05-04 07:55:29	1105	1	02:00	1.440000	0.9830	0.680	0.9732	15.43	2.6	-0.537	10.719	0.035	
81A-1652	2020-05-04 07:59:00	1106	2	02:00	0.900000	0.9928	0.810	0.9924	15.63	2.9	-0.537	14.296	0.035	
81A-1652	2020-05-04 08:02:29	1107	3	02:00	0.130000	0.7956	0.130	0.7956	15.62	2.9	-0.537	33.643	0.035	
81A-1652	2020-05-04 08:06:01	1108	4	02:00	0.870000	0.9890	0.870	0.9890	15.75	2.7	-0.537	15.332	0.035	
81A-1652	2020-05-04 08:09:36	1109	1	02:00	0.660000	0.9874	0.660	0.9874	15.69	2.6	-0.537	10.725	0.035	
81A-1652	2020-05-04 08:13:09	1110	2	02:00	3.310000	0.9960	1.510	0.9727	15.78	2.9	-0.537	14.313	0.035	
81A-1652	2020-05-04 08:16:39	1111	3	02:00	-0.440000	0.9663	-0.350	0.9645	15.88	2.9	-0.537	34.098	0.035	
81A-1652	2020-05-04 08:20:10	1112	4	02:00	0.820000	0.9913	0.740	0.9910	15.78	2.7	-0.537	15.342	0.035	
81A-1652	2020-05-04 08:23:41	1113	1	02:00	2.390000	0.9355	0.460	0.8195	15.69	2.6	-0.537	10.723	0.035	
81A-1652	2020-05-04 08:27:12	1114	2	02:00	1.690000	0.9950	1.040	0.9869	15.78	2.9	-0.537	14.317	0.035	
81A-1652	2020-05-04 08:30:43	1115	3	02:00	0.360000	0.9544	0.310	0.9539	15.37	2.9	-0.537	34.117	0.035	
81A-1652	2020-05-04 08:34:13	1116	4	02:00	0.760000	0.9937	0.760	0.9937	15.26	2.7	-0.537	15.36	0.035	
81A-1652	2020-05-04 08:37:48	1117	1	02:00	1.850000	0.9864	0.530	0.9302	15.54	2.6	-0.537	10.725	0.035	
81A-1652	2020-05-04 08:41:21	1118	2	02:00	1.750000	0.9978	1.190	0.9926	15.23	2.9	-0.537	14.322	0.035	
81A-1652	2020-05-04 08:44:52	1119	3	02:00	0.390000	0.9477	0.210	0.9329	15.59	2.9	-0.537	33.814	0.035	
81A-1652	2020-05-04 08:48:23	1120	4	02:00	0.790000	0.9914	0.790	0.9914	15.26	2.7	-0.537	15.378	0.035	
81A-1652	2020-05-04 08:51:58	1121	1	02:00	1.100000	0.7238	0.450	0.9345	15.6	2.6	-0.537	10.741	0.035	
81A-1652	2020-05-04 08:55:27	1122	2	02:00	1.500000	0.9952	1.100	0.9899	14.86	2.9	-0.537	14.341	0.034	
81A-1652	2020-05-04 08:58:57	1123	3	02:00	2.420000	0.2324	0.000	0.0006	15.62	2.9	-0.537	34.751	0.035	
81A-1652	2020-05-04 09:02:30	1124	4	02:00	0.790000	0.9942	0.790	0.9942	15.44	2.7	-0.537	15.367	0.035	
81A-1652	2020-05-04 09:06:05	1125	1	02:00	1.190000	0.9870	0.650	0.9754	16.18	2.6	-0.537	10.741	0.034	
81A-1652	2020-05-04 09:09:36	1126	2	02:00	1.950000	0.9980	1.260	0.9875	15.21	2.9	-0.537	14.339	0.035	
81A-1652	2020-05-04 09:13:09	1127	3	02:00	0.370000	0.9510	0.300	0.9440	15.51	2.9	-0.537	34.747	0.035	
81A-1652	2020-05-04 09:16:40	1128	4	02:00	0.800000	0.9935	0.720	0.9930	15.26	2.7	-0.537	15.37	0.035	
81A-1652	2020-05-04 09:20:11	1129	1	02:00					16.6482	2.6	-0.537	10.7545	0.0344545	
81A-1652	2020-05-04 09:23:42	1130	2	02:00	1.340000	0.9970	1.140	0.9957	16.59	2.9	-0.537	14.353	0.034	
81A-1652	2020-05-04 09:27:11	1131	3	02:00	2.310000	0.9417	0.210	0.7408	15.64	2.9	-0.537	34.674	0.034	
81A-1652	2020-05-04 09:30:43	1132	4	02:00	0.870000	0.9971	0.870	0.9971	15.67	2.7	-0.537	15.378	0.034	
81A-1652	2020-05-04 09:34:18	1133	1	02:00	0.610000	0.9651	0.610	0.9651	17.5	2.6	-0.537	10.772	0.034	
81A-1652	2020-05-04 09:37:50	1134	2	02:00	1.350000	0.9975	1.110	0.9955	17.04	2.9	-0.538	14.349	0.033	
81A-1652	2020-05-04 09:41:20	1135	3	02:00	0.680000	0.9875	0.480	0.9832	16.54	2.9	-0.537	34.537	0.034	
81A-1652	2020-05-04 09:44:51	1136	4	02:00	0.860000	0.9915	0.860	0.9915	16.97	2.7	-0.537	15.368	0.034	
81A-1652	2020-05-04 09:48:26	1137	1	02:00	0.500000	0.6524	0.280	0.8801	17.78	2.6	-0.537	10.77	0.034	
81A-1652	2020-05-04 09:51:57	1138	2	02:00	1.700000	0.9983	1.320	0.9957	17.42	2.9	-0.537	14.338	0.034	
81A-1652	2020-05-04 09:55:29	1139	3	02:00	0.840000	0.9568	0.290	0.9083	17.81	2.9	-0.538	34.628	0.033	
81A-1652	2020-05-04 09:59:00	1140	4	02:00	0.850000	0.9945	0.850	0.9945	17.07	2.7	-0.538	15.376	0.033	
81A-1652	2020-05-04 10:02:35	1141	1	02:00	2.880000	0.8384	0.200	0.4084	17.9	2.6	-0.537	10.786	0.034	
81A-1652	2020-05-04 10:06:08	1142	2	02:00	1.500000	0.9986	1.220	0.9970	18.15	2.9	-0.538	14.355	0.033	
81A-1652	2020-05-04 10:09:38	1143	3	02:00	0.140000	0.7052	0.120	0.7085	18.08	2.9	-0.538	34.505	0.033	
81A-1652	2020-05-04 10:13:10	1144	4	02:00	0.850000	0.9915	0.850	0.9915	17.68	2.7	-0.538	15.399	0.033	
81A-1652	2020-05-04 10:16:45	1145	1	02:00	0.380000	0.4001	0.130	0.3801	18.35	2.6	-0.538	10.797	0.033	
81A-1652	2020-05-04 10:20:15	1146	2	02:00	1.410000	0.9978	1.080	0.9950	18.68	2.9	-0.538	14.374	0.033	
81A-1652	2020-05-04 10:23:46	1147	3	02:00	0.530000	0.9902	0.470	0.9890	18.95	2.9	-0.538	33.759	0.033	
81A-1652	2020-05-04 10:27:17	1148	4	02:00	0.810000	0.9949	0.810	0.9949	18.2	2.7	-0.538	15.471	0.033	
81A-1652	2020-05-04 10:30:52	1149	1	02:00	1.820000	0.9335	0.350	0.8464	18.18	2.638	-0.538	10.812	0.033	
81A-1652	2020-05-04 10:34:24	1150	2	02:00	1.230000	0.9981	1.190	0.9981	18.85	2.9	-0.538	14.407	0.033	
81A-1652	2020-05-04 10:37:53	1151	3	02:00	0.700000	0.9631	0.280	0.9431	19.01	2.9	-0.538	34.269	0.033	
81A-1652	2020-05-04 10:41:24	1152	4	02:00	0.850000	0.9959	0.830	0.9959	19.04	2.7	-0.538	15.532	0.033	
81A-1652	2020-05-04 10:44:55	1153	1	02:00	0.690000	0.9062	0.690	0.9062	18.86	2.704	-0.538	10.823	0.033	
81A-1652	2020-05-04 10:48:28	1154	2	02:00	1.200000	0.9971	1.060	0.9965	19.1	2.9	-0.538	14.421	0.033	
81A-1652	2020-05-04 10:51:57	1155	3	02:00	0.790000	0.9696	0.380	0.9419	19.36	2.9	-0.538	34.378	0.033	
81A-1652	2020-05-04 10:55:28	1156	4	02:00	0.810000	0.9909	0.810	0.9909	19.24	2.7	-0.538	15.568	0.033	
81A-1652	2020-05-04 10:59:03	1157	1	02:00	2.040000	0.8485	0.670	0.7405	18.73	2.7	-0.538	10.842	0.033	
81A-1652	2020-05-04 11:02:36	1158	2	02:00	1.160000	0.9983	1.160	0.9983	19.49	2.9	-0.538	14.454	0.033	
81A-1652	2020-05-04 11:06:09	1159	3	02:00	0.500000	0.9842	0.500	0.9842	19.64	2.9	-0.538	34.232	0.033	
81A-1652	2020-05-04 11:09:43	1160	4	02:00	1.190000	0.9961	0.890	0.9922	19.53	2.7	-0.538	15.58	0.033	
81A-1652	2020-05-04 11:13:16	1161	1	02:00	1.130000	0.9836	0.930	0.9821	18.94	2.7	-0.538	10.862	0.033	
81A-1652	2020-05-04 11:16:45	1162	2	02:00	1.250000	0.9981	1.140	0.9978	19.48	2.9	-0.538	14.47	0.033	
81A-1652	2020-05-04 11:20:14	1163	3	02:00	0.500000	0.9792	0.380	0.9747	19.72	2.9	-0.538	34.082	0.033	
81A-1652	2020-05-04 11:23:44	1164	4	02:00	0.940000	0.9966	0.940	0.9966	19.59	2.7	-0.538	15.578	0.033	
81A-1652	2020-05-04 11:27:19	1165	1	02:00	2.450000	0.9961	1.030	0.9664	18.92	2.7	-0.538	10.887	0.033	
81A-1652	2020-05-04 11:30:49	1166	2	02:00	1.210000	0.9973	1.120	0.9972	19.8	2.9	-0.538	14.474	0.033	
81A-1652	2020-05-04 11:34:18	1167	3	02:00	0.760000	0.9814	0.410	0.9659	20.27	2.9	-0.538	34.217	0.033	
81A-1652	2020-05-04 11:37:49	1168	4	02:00	0.780000	0.9920	0.780	0.9920	20.04	2.7	-0.538	15.587	0.033	
81A-1652	2020-05-04 11:41:24	1169	1	02:00	2.710000	0.9380	1.100	0.9075	18.98	2.7	-0.538	10.928	0.033	
81A-1652	2020-05-04 11:44:56	1170	2	02:00	1.540000	0.9989	1.280	0.9976	19.92	2.9	380532	14.507	624722	
81A-1652	2020-05-04 11:48:26	1171	3	02:00	0.560000	0.9839	0.470	0.9817	20.76	2.9	-0.538	34.029	0.033	
81A-1652	2020-05-04 11:51:56	1172	4	02:00	0.980000	0.9946	0.980	0.9946	20.48	2.718	-0.538	15.639	0.033	
81A-1652	2020-05-04 11:55:31	1173	1	02:00	1.240000	0.9379	0.890	0.9394	20.19	2.7	-0.538	11.013	0.033	
81A-1652	2020-05-04 11:59:02	1174	2	02:00	1.330000	0.9980	1.200	0.9976	20.51	2.9	-0.538	14.542	0.033	
81A-1652	2020-05-04 12:02:31	1175	3	02:00	0.690000	0.9875	0.550	0.9839	20.57	2.9	451882	34.121	741857	
81A-1652	2020-05-04 12:06:01	1176	4	02:00	1.160000	0.9964	1.040	0.9959	20.58	2.765	-0.538	15.714	0.032	
81A-1652	2020-05-04 12:09:32	1177	1	02:00	2.110000	0.9962	1.350	0.9929	20.74	2.7	-0.538	11.062	0.032	
81A-1652	2020-05-04 12:13:01	1178	2	02:00	1.390000	0.9984	1.170	0.9973	20.73	2.9	-0.538	14.619	0.032	
81A-1652	2020-05-04 12:16:30	1179	3	02:00	0.410000	0.9536	0.260	0.9474	20.99	2.9	-0.538	34.188	0.032	
81A-1652	2020-05-04 12:20:01	1180	4	02:00	0.910000	0.9955	0.910	0.9955	20.71	2.791	-0.538	15.757	0.033	
81A-1652	2020-05-04 12:23:36	1181	1	02:00	4.880000	0.8652	0.840	0.7740	20.43	2.7	-0.538	11.098	0.032	
81A-1652	2020-05-04 12:27:07	1182	2	02:00	1.970000	0.9986	1.500	0.9959	20.9	2.9	-0.538	14.652	0.032	
81A-1652	2020-05-04 12:30:39	1183	3	02:00	0.770000	0.9888	0.590	0.9830	21.29	2.9	-0.538	34.058	0.033	
81A-1652	2020-05-04 12:34:10	1184	4	02:00	1.070000	0.9977	0.960	0.9973	21	2.787	-47579.1	15.819	-78090.1	
81A-1652	2020-05-04 12:37:41	1185	1	02:00	3.980000	0.9963	1.580	0.9761	21.12	2.7	-0.538	11.136	0.032	
81A-1652	2020-05-04 12:41:10	1186	2	02:00	1.260000	0.9988	1.260	0.9988	20.86	2.9	-0.538	14.693	0.032	
81A-1652	2020-05-04 12:44:43	1187	3	02:00	0.490000	0.9832	0.490	0.9832	21.33	2.9	-0.538	34.161	0.032	
81A-1652	2020-05-04 12:48:17	1188	4	02:00	0.930000	0.9964	0.930	0.9964	20.51	2.8	-0.538	15.856	0.032	
81A-1652	2020-05-04 12:51:52	1189	1	02:00	3.150000	0.9919	1.550	0.9804	20.65	2.7	-0.538	11.177	0.032	
81A-1652	2020-05-04 12:55:23	1190	2	02:00	1.310000	0.9976	1.260	0.9976	19.72	2.9	-0.538	14.71	0.032	
81A-1652	2020-05-04 12:58:52	1191	3	02:00	0.600000	0.9919	0.600	0.9919	20.73	2.9	-0.538	34.203	0.032	
81A-1652	2020-05-04 13:02:22	1192	4	02:00	1.230000	0.9962	1.090	0.9957	20.91	2.8	-0.538	15.885	0.032	
81A-1652	2020-05-04 13:05:53	1193	1	02:00	7.160000	0.9895	1.190	0.8690	21.07	2.7	-0.538	11.217	0.031	
81A-1652	2020-05-04 13:09:24	1194	2	02:00	1.720000	0.9987	1.370	0.9968	20.73	2.9	-0.538	14.715	0.032	
81A-1652	2020-05-04 13:12:55	1195	3	02:00	0.650000	0.9898	0.440	0.9816	21.44	2.9	-0.538	32.657	0.032	
81A-1652	2020-05-04 13:16:27	1196	4	02:00	1.080000	0.9935	1.080	0.9935	21.66	2.8	-118917	16.058	-195225	
81A-1652	2020-05-04 13:20:02	1197	1	02:00	2.380000	0.9925	1.830	0.9913	21.78	2.7	-0.538	11.259	0.032	
81A-1652	2020-05-04 13:23:31	1198	2	02:00	1.590000	0.9986	1.400	0.9981	21.64	2.9	-0.538	14.729	0.032	
81A-1652	2020-05-04 13:27:00	1199	3	02:00	0.580000	0.9852	0.450	0.9823	22.16	2.9	-0.538	32.294	0.032	
